year,Team,Wins,Losses,Runs Scored,Runs Allowed,Scoring ratio,Predicted winning %,Actual winning %,Absolute error
1981,Cubs,38,65,370,483,0.766045549,0.369811096,0.368932039,0.000879058
1981,Reds,66,42,464,440,1.054545455,0.526529973,0.611111111,0.084581138
1981,Indians,52,51,431,442,0.975113122,0.487401771,0.504854369,0.017452598
1981,Tigers,60,49,427,404,1.056930693,0.527656311,0.550458716,0.022802405
1981,Astros,61,49,394,331,1.190332326,0.586245312,0.554545455,0.031699858
1981,Royals,50,53,397,405,0.980246914,0.49002593,0.485436893,0.004589037
1981,Dodgers,63,47,450,356,1.264044944,0.615060321,0.572727273,0.042333049
1981,Twins,41,68,378,486,0.777777778,0.376923077,0.376146789,0.000776288
1981,Brewers,62,47,493,459,1.074074074,0.53566879,0.568807339,0.03313855
1981,Expos,60,48,443,394,1.124365482,0.558342461,0.555555556,0.002786906
1981,Yankees,59,48,421,343,1.227405248,0.601041066,0.551401869,0.049639197
1981,Angels,41,62,348,432,0.805555556,0.393542349,0.398058252,0.004515903
1981,Athletics,64,45,458,403,1.136476427,0.563619607,0.587155963,0.023536356
1981,Phillies,59,48,491,472,1.040254237,0.519722333,0.551401869,0.031679536
1981,Pirates,46,56,407,425,0.957647059,0.478375506,0.450980392,0.027395114
1981,Padres,41,69,382,455,0.83956044,0.413442169,0.372727273,0.040714896
1981,Mariners,44,65,426,521,0.817658349,0.400682686,0.403669725,0.002987039
1981,Giants,56,55,427,414,1.031400966,0.515454096,0.504504505,0.010949591
1981,Cardinals,59,43,464,417,1.112709832,0.553197066,0.578431373,0.025234307
1981,Rangers,57,48,452,389,1.161953728,0.574492794,0.542857143,0.031635652
1981,Blue Jays,37,69,329,466,0.706008584,0.332642895,0.349056604,0.016413709
1980,Braves,81,80,630,660,0.954545455,0.476756757,0.50310559,0.026348833
1980,Orioles,100,62,805,640,1.2578125,0.612717173,0.617283951,0.004566778
1980,Red Sox,83,77,757,767,0.98696219,0.493438603,0.51875,0.025311397
1980,Angels,65,95,698,797,0.875784191,0.434068387,0.40625,0.027818387
1980,White Sox,70,90,587,722,0.813019391,0.397953232,0.4375,0.039546768
1980,Cubs,64,98,614,728,0.843406593,0.415660764,0.395061728,0.020599036
1980,Reds,89,73,707,670,1.055223881,0.526850621,0.549382716,0.022532095
1980,Indians,79,81,738,807,0.914498141,0.455428705,0.49375,0.038321295
1980,Tigers,84,78,830,757,1.096433289,0.545901617,0.518518519,0.027383099
1980,Astros,93,70,637,589,1.081494058,0.539091791,0.570552147,0.031460356
1980,Royals,97,65,809,694,1.165706052,0.57606831,0.598765432,0.022697122
1980,Dodgers,92,71,663,591,1.121827411,0.55722761,0.564417178,0.007189568
1980,Twins,77,84,670,724,0.925414365,0.461320596,0.47826087,0.016940274
1980,Brewers,86,76,811,682,1.18914956,0.58576295,0.530864198,0.054898753
1980,Expos,90,72,694,629,1.103338633,0.549012456,0.555555556,0.0065431
1980,Yankees,103,59,820,662,1.238670695,0.605414516,0.635802469,0.030387953
1980,Angels,67,95,611,702,0.87037037,0.43102439,0.413580247,0.017444143
1980,Athletics,83,79,686,642,1.068535826,0.533096198,0.512345679,0.020750519
1980,Phillies,91,71,728,639,1.139280125,0.564831265,0.561728395,0.00310287
1980,Pirates,83,79,666,646,1.030959752,0.515240361,0.512345679,0.002894682
1980,Padres,73,89,591,654,0.903669725,0.449526832,0.450617284,0.001090452
1980,Mariners,59,103,610,793,0.769230769,0.371747212,0.364197531,0.007549681
1980,Giants,75,86,573,634,0.903785489,0.449590228,0.465838509,0.016248281
1980,Cardinals,74,88,738,710,1.03943662,0.519329789,0.456790123,0.062539665
1980,Rangers,76,85,756,752,1.005319149,0.502652501,0.472049689,0.030602812
1980,Blue Jays,67,95,624,762,0.818897638,0.40141028,0.413580247,0.012169967
